Unnamed: 0,text,labels
2249,kwa mujibu wa huduma za kijeshi mimi nilipewa na hakuna jitihada ya kuonyesha shukrani zao kwa kazi yangu ya kuajiriwa imekuwa inarudi,negative
2250,wamiliki kwa kweli ni watu mashuhuri,positive
2251,hakuna pendeleo la kula hapo,negative
2252,upambaji wa krek ulikuwa wenye rangi ya krimu na ladha tamu sana,positive
2253,kwa ujumla sifikiri kwamba ningewapeleka wazazi wangu mahali hapa tena kwa sababu walifanya mengi ya malalamiko yanayofanana na yale niliyohisi kimya kimya pia,negative
2254,sasa piza yenyewe ilikuwa tamu sana kwa mchuzi wa njugu,positive
2255,tulikuwa na watu mezani na utumishi ulikuwa wa haraka sana,positive
2256,utumishi mzuri hapa,positive
2257,i na vilevile vepeed godsirs simes sufuri ikiwezekana,negative
2258,wanajua jinsi ya kuvitengeneza hapa,positive
2259,ni ngumu sana na ni mfupi sana kwa ladha,negative
2260,laiti ungeweka vijiti kuzunguka zunguka,positive
2261,nilikuwa ndani ya zaidi ya baa chache katika vegas na sikumbuki wakati wowote nikishtakiwa kwa maji ya bomba,negative
2262,kulikuwa na mandhari nzuri sana katika mkahawa,positive
2263,huduma nzuri ni safi sana na si ghali kwa buti,positive
2264,chakula cha baharini kilikuwa kipya na chenye ukarimu,positive
2265,pamoja na makinda yake tu,positive
2266,huduma haikuwa ya maana hata kidogo,negative
2267,kufikia sasa chakula hicho kimetembelewa mara mbili tu na kilikuwa kitamu sana kila wakati,positive
2268,ni kana kwamba ilikuwa na zaidi ya mwaka mmoja uliopita,positive
2269,kwa ajili ya mtu kujitangaza kuwa mgahawa wa kahawa i ilikatishwa tamaa sana,negative
2270,huyu si katika ulimwengu huu ila ni mtu aliye pandwa na wazimu,positive
2271,unaweza kukosea kwa kula chakula chochote hapa,positive
2272,huwezi kushinda,positive
2273,imesimama karibu na mahali hapa akiwa na kichaa cha kuwatengenezea wafanyakazi wa kikosi cha chuma wenye fadhili sana,positive
2274,wapishi walikuwa wenye urafiki na walifanya kazi nzuri,positive
2275,sufu ilikuwa afadhali si kutoka tu kwa madoa chai ya caroa yaliyo wakfu bali hata kutoka kwa janni pho,negative
2276,nilipendezwa na patio na utumishi huo kwa njia ya pekee,positive
2277,paa mbuzi alitambaa juu ya nyama na kuguna na ladha gani,positive
2278,sifikiri tena,negative
2279,nilikuwa na saladi ya mac na ilikuwa bland maridadi ili isipate tena mlo huo,negative
2280,nilimwendea jambazi kwa pendekezo la marafiki na hakukatishwa tamaa,positive
2281,huduma inanuka hapa,negative
2282,i alingoja na kungoja,negative
2283,eneo hili si maarufu sushi,negative
2284,bila shaka ningependekeza mabawa na piza,positive
2285,piza na saladi nyingi,positive
2286,mambo mabaya waliyotenda yaliteketeza hadithi hiyo ya hekayanaki,negative
2287,tulingoja kwa saa moja kile kilichokuwa kiamsha kinywa ningaliweza kufanya vizuri mara zaidi nyumbani,negative
2288,eneo hilo lina kustaajabisha,positive
2289,nachukia kuwa pamoja na vijana wenzangu lakini mume wangu na mimi tulikatishwa tamaa sana na mahali hapa,negative
2290,tulisubiri kwa muda wa saa bila kupata yoyote yoyote ya piza zetu kama watu wengine wengi waliokuja baadaye kwenye piza,negative
2291,usijue ni kwa nini walikuwa wa polepole sana,negative
2292,wana chakula kikubwa sana chenye rangi ya waridi na wanaweza kuteua bia kwa njia ya ajabu,positive
2293,ninaishi katika mtaa huu kwa sababu ni mahali pazuri pa kuishi hapa,negative
2294,nyama ya nguruwe iliyovutwa ingeweza kuwa tamu sana,positive
2295,unatayarisha samaki wapya wa ajabu kwa uangalifu,positive
2296,kabla ya kuingia ili kujua kwa nini mimi ndiye aliyetoa kiwango cha nyota kwa tafadhali jua kwamba hii ilikuwa mara yangu ya tatu kula katika buchiger kabla ya kuandika pitio,negative
2297,napenda uhakika wa kwamba kila kitu kwenye orodha yao ya vyakula kinastahili,positive
2298,sitaliwa tena mahali hapa tena,negative
2299,chakula kilikuwa bora kabisa na utumishi ulikuwa mzuri sana,positive
2300,uteuzi mzuri wa pombe na uteuzi mzuri wa vyakula,positive
2301,tafadhali kaa mbali na uduvi huyo ukikoroga tambi zilizokaangwa,negative
2302,utaratibu wa viazi ulisikitisha na labda ungeweza kuhesabu vipande vingi vya viazi vilivyokuwa ndani ya kisanduku hicho na labda vilikuwa na vipande,negative
2303,chakula kilikuwa chenye kuchosha kwelikweli,negative
2304,huduma nzuri,positive
2305,kundi hili lenye pupa halitaona aibu kwangu,negative
2306,hatauingia ila mwovu kabisa,negative
2307,kiasi cha fedha kama kile cha kurudi tena i canti kikipitishwa kwenye huduma hiyo ya kikatili na hakitarudi tena kamwe,negative
2308,wakati wa kiangazi unaweza kula ua maridadi la nje lenye kupendeza sana,positive
2309,sikutarajia hilo kuwa jambo zuri sana,positive
2310,chakula kizuri ajabu,positive
2311,akaagiza glolish muffin iliyochomwa chomwa izuke,negative
2312,chakula kilikuwa kizuri sana,positive
2313,siwezi kurudi tena,negative
2314,chakula kikubwa kwa bei ya juu sana na nyumba iliyotengenezwa,positive
2315,mvulana wa basi kwa upande mwingine alikuwa mjeuri sana,negative
2316,kufikia hatua hii marafiki wangu na mimi kwa msingi walikuwa wamefahamu mahali hapa ni mzaha na hawakufikiria kuifanya hadharani na kujulikana kwa sauti kubwa,negative
2317,kurudi kwenye hali nzuri ya bbq iliyo nyepesi zaidi kuna uwezekano wa kujitanguliza na kuambia umma kwamba wanarudia njia za zamani,positive
2318,na tumewaona tukiwa tumebaki huko tukiwa kamili na wenye furaha sana kwa karibu wewe hukosea,positive
2319,mkate wote unatengenezwa ndani ya nyumba,positive
2320,na kwa hakika malipo bila ya shaka yatatokea,negative
2321,vicheko pia bila shaka ni vipengele vibaya zaidi vilivyowahi kuwa navyo,negative
2322,utumishi ulikuwa wa kipekee na chakula kilikuwa kizuri kwa sababu ya pitio lote,positive
2323,miezi michache baadaye irudi na kula chakula cha ajabu,positive
2324,mahali panapopendwa sana mjini pa konarrma,positive
2325,pea mweusi na viazi vitamu visivyo na lishe,positive
2326,hakika nyinyi bila ya shaka mmo katika kauli inayo khitalifiana,positive
2327,wangeweza kuuandaa kwa kutumia kikorongo tu na huenda kikafanyiza mlo bora zaidi lakini bado ulikuwa mzuri sana,positive
2328,mimi huenda sehemu nyingi sana na sijapata kamwe kuona mkahawa wowote unaoandaa kiamsha kinywa cha yai hasa kwa ajili ya,negative
2329,mama yangu na mimi tulipofika nyumbani alipatwa na ugonjwa mara moja na alikuwa tu na mionjo michache ya saladi,negative
2330,wahudumiaji hawapendi kushughulika nao na hawaheshimu sikuzote vibanda vya piza,negative
2331,wote wawili walikuwa wazuri sana na ninafurahi sana kwamba tulirudi,positive
2332,tulikuwa na utumishi mzuri ajabu na tulifurahishwa na angahewa,positive
2333,kila kitu kilikuwa kibaya sana,negative
2334,napenda mahali hapa,positive
2335,utumishi mkubwa na chakula,positive
2336,kwanza bafu zilizokuwa mahali hapo zilikuwa na vifuniko vichafu vya kiti havikurudishwa tu bila kitu cha kutosha,negative
2337,jager i alipata kiwango cha dhahabu kuwa mchomaji na alitamauka kwa njia fulani,negative
2338,omg chakula kilikuwa delicioso,positive
2339,hakuna jambo hakika kuhusu mahali hapa,negative
2340,spageti si kitu cha kipekee,negative
2341,kati ya vyakula vyote ambavyo samoni walikula kulikuwa bora zaidi lakini vyote vilikuwa vikubwa,positive
2342,mboga ni za karibuni sana na mchuzi huo huhisi kama mihai halisi,positive
2343,thamani yake ikipanda kutoka tucson,positive
2344,labda uchaguzi ndio uliokuwa mbaya zaidi kuwahi kuonekana katika vegagasout,negative
2345,uteuzi mzuri wa bia,positive
2346,mahali hapo ni kama chipu ndogo lakini bora zaidi,positive
2347,mazingira ya mashindano ya dansi huwafurahisha na kuwasisimua wakataji nyama tamu ya besiboli,positive
2348,nyota kwa ajili ya mkate wa joko la matofali,positive
2349,imekula hapa mara kadhaa na kila wakati chakula kilikuwa kitamu,positive
2350,tuliketi kwa dakika nyingine kumi na hatimaye tukakata tamaa na kuondoka,negative
2351,hakika yeye alikuwa mwingi wa kutubia,negative
2352,kila mtu anatendewa kwa njia ya pekee vilevile,positive
2353,tausi hutwaa min kwa ajili ya pancake na mayai,negative
2354,kilikuwa kitamu,positive
2355,upande mzuri wa wafanyakazi ulikuwa wenye kupendeza na wenye shauku kwelikweli,positive
2356,kwa kusikitisha nyama ya korosho ni mahali ambapo tutaepuka kabisa wakati wa safari yetu inayofuata kuelekea vega,negative
2357,kama vile jioni ilivyokuwa nzuri ajabu na chakula kilikuwa kitamu,positive
2358,maisha yangu yalikuwa bora zaidi kwa samaki,positive
2359,bafu ni mlango ulio karibu tu na mzuri sana,positive
2360,vyumba ni vidogo na chakula chote walichotoa kilikuwa bland,negative
2361,hiki ni mkahawa mdogo wenye kutokeza wenye baadhi ya vyakula bora zaidi ambavyo nimepata kuonja,positive
2362,lingekuwa jambo la kuburudisha,positive
2363,sina shaka kwamba nimerudi nyumbani isipokuwa mtu mwingine anunue,negative
2364,mfanyakazi alifanya kazi kubwa ya kutunza meza yetu kubwa yenye safu,positive
2365,ninaona chakula kinachoharibika kuwa cha kudharaulika lakini chakula hiki hakipendezi,negative
2366,mke wangu aliagiza mchuzi wa kamba mti uwe na uvuguvugu,negative
2367,lingerudi tena kama ingalikuwa na hamu ya sushi akiwa ndani ya vega,positive
2368,watukufu wema,positive
2369,yeye astahili nyota,positive
2370,niliachwa na kuumwa na tumbo na kuhisi mgonjwa siku nzima,negative
2371,ziliangusha zaidi ya mpira,negative
2372,nafasi ya mlo ni ndogo lakini imepambwa vizuri na ni yenye kustarehesha,positive
2373,watafuata utaratibu wako kwa njia yoyote ile kama ilivyo kawaida yangu ni kupanda mayai yenye usukari wa kijani kibichi ukiipenda sana,positive
2374,na nafaka na mchele vilikuwa bora kabisa,negative
2375,taco zilizo bora zaidi mjini kwa mbali,positive
2376,nilirudisha pesa zangu na kutoka nje huko,negative
2377,katika sehemu yenye kupendeza ya mji huu ni yenye kustaajabisha,positive
2378,kusimamia mambo bila ufikirio,negative
2379,wafanyakazi sasa si wenye urafiki kama vile nyakati za kungoja zihudumiwe zinavyotisha kwamba hakuna hata mtu anayesema hi kwa dakika za kwanza,negative
2380,laiti tungeli pata kurejea tena,negative
2381,wanayo chakula cha jioni,positive
2382,huduma ilikuwa imeng aa kwa hakika inapendekeza halib,positive
2383,chakula kilikuwa kibaya sana,negative
2384,haitawahi kamwe kurudi nyuma na kuwaambia watu wengi yale yaliyokuwa yametendeka,negative
2385,sipendekezi gari lako lisipatwe na njaa,negative
2386,kila mara utakapo ingia katika safu,positive
2387,mahali hapo pastahili nyota moja na kwa habari ya chakula,negative
2388,hiyo ndiyo hizaya kubwa,negative
2389,kurudi tena kwenye bakuli wakati ujao,positive
2390,ukitaka chakula safi chenye afya au chenye maadili mazuri jaribu kufanya hivyo,positive
2391,nitaendelea kuja hapa usiku wa wanawake na pia usiku wa tarehe ambao umepitwa na wakati kwa kiasi kikubwa kupendekeza mahali hapa kwa yeyote aliye katika eneo hilo,positive
2392,nimekuwa hapa mara kadhaa katika wakati uliopita na uzoefu umekuwa mkubwa sikuzote,positive
2393,tuliondoka tukiwa tumejazwa vitu na wenye furaha juu ya ono letu la kwanza la mabaga,positive
2394,huduma ilikuwa nzuri sana na bei za bidhaa ni nzuri sana kwa sababu hii ni vegas na iko ndani ya jengo la maduka makubwa ya vito na aria,positive
2395,kutoa muhtasari wa chakula hicho kulikuwa jambo lisilo la kawaida lakini hakuna kitu kinachoniletea shangwe kama kumbukumbu ya mgawaji wa vikolezo vya maji,positive
2396,imkua labda mmoja wa watu wachache kwenda kwa wananchi na si kupendezwa nao,negative
2397,sikuzote piza ya watoto huwa na vyakula vingi vya badala kwa ajili ya watoto,positive
2398,utumishi ni mkamilifu na hali ya familia ni nzuri kuona,positive
2399,lilitayarishwa kwa ukamilifu na utumishi huo haukuwa na faida yoyote,positive
2400,huku ni kutamaushwa tu,negative
2401,kwa ujumla nilikatishwa tamaa sana na ubora wa chakula katika kisiwa cha bouchon,negative
2402,si lazima niwe mhasibu ili kujua ni lazima nipatwe na skurubu,negative
2403,mahali pazuri pa kula hunikumbusha mama mchanga na maduka ya popu katika eneo la ghuba ya san ranpisco,positive
2404,leo ilikuwa ladha yangu ya kwanza ya mbwa mwenye ugonjwa wa buldoris na ni lazima nikuambie ilikuwa zaidi ya vile nilivyopata kufikiri yawezekana,positive
2405,kushoto ukiwa umefadhaika sana,negative
2406,ugonjwa hakika uwe katika karibuni tena,positive
2407,chakula kilikuwa kizuri sana na kilijaa haraka haraka,positive
2408,huduma ilikuwa nzuri sana,positive
2409,matumizi yote ya wakati,negative
2410,sijui ni ya aina gani lakini wana chai ya barafu iliyo bora zaidi,positive
2411,waondoka wakiwa na njaa wakiwa na furaha na wakiwa wamejazwa vitu,positive
2412,kwa nini basi hawawatolei uthibitisho ulio dhaahiri,negative
2413,ninaweza kukuhakikishia kwamba umekatishwa tamaa,positive
2414,naweza kufanya utumishi mbaya kidogo lakini chakula hunyonya,negative
2415,unao babua ngozi ya kichwa,negative
2416,lakini sasa ni mali yangu ilikuwa imeharibiwa kabisa,negative
2417,nilifurahia sana kula hapa,positive
2418,mara ya kwanza kwenda lakini ninafikiri nia yangu itakuwa ya kawaida,positive
2419,mtumikiaji wetu alikuwa mzuri sana na hata ingawa aliona uhitaji wetu wote kuwa wa kitaalamu na wenye urafiki hadi mwisho,positive
2420,kutokana na yale ambayo waandamani wangu wa chakula cha jioni waliniambia kila kitu kilikuwa kipya sana chenye muundo mzuri na ladha nzuri,positive
2421,kwenye ardhi iliyokuwa karibu na meza yetu kulikuwa na rundo kubwa la ndege wa kijani kibichi lililosuguliwa,negative
2422,na zaidi hata huwezi kupata saa za upasuaji kwenye tovuti,negative
2423,tumejaribu kufurahia mahali hapa lakini baada ya mara nafikiri palifanywa pamoja nao,negative
2424,hilo lilikuwa kosa lililoje,negative
2425,hakuna malalamiko,positive
2426,hii ni piza nzuri sana na imue mtaalamu wa kutengeneza viungo vya mwili juu ya mada hiyo,positive
2427,mhudumu wa miguu alikuwa na wasiwasi,negative
2428,mgomo wa ambao wanataka kukimbizwa,negative
2429,hao ndio wenye mikahawa mizuri zaidi kuwahi kupatikana,positive
2430,usirudi tena kamwe,negative
2431,tulipenda biskuti,positive
2432,utumishi ni wa haraka na wenye urafiki,positive
2433,akaagiza kikata mbao na kuchukua dakika kisha piza itenge dakika nyingine,negative
2434,astrolutley,positive
2435,lilikuwa kipande kikubwa sana cha ng ombe chenye rangi ya ambacho kilikuwa gristle na mafuta,negative
2436,bila shaka atarudi hapa tena,positive
2437,mimi hupenda steiners kwa sababu weusi wake nao huhisi kama baa,positive
2438,ua lenye vikolezo vingi lakini lenye ladha tamu,positive
2439,ikiwa hugunduliwi na wengine,positive
2440,kuwa mgonjwa huchukua dola zangu za chakula cha jioni mahali pengine,negative
2441,upendo wa hiari kurudi nyuma,positive
2442,hata hivyo mkahawa huu una kifungua kinywa kizuri ajabu,positive
2443,hakuna chochote cha pekee,negative
2444,kila siku ya juma wana huduma tofauti na zote ni tamu sana,positive
2445,kutotaja mchanganyiko wa lozi na bakoni ni mshindi mkubwa,positive
2446,huyo maskani yake yatakuwa moto wa hawiya,negative
2447,mchuzi haukuwa na ladha,negative
2448,chakula ni kitamu na kimetiwa vikolezo vya kutosha ili uombe chakula kingi zaidi ukikipendelea kwa njia hiyo,positive
2449,nyama yangu ya ubavu ilipikwa vizuri sana na ilikuwa na ladha kubwa ya stoquita,positive
2450,sidhani nitarudi nyuma wakati wowote karibuni,negative
2451,chakula kilitayarishwa kwa njia hiyo,positive
2452,ni mbali na sushi connoisseur lakini naweza kwa hakika kubainisha tofauti kati ya chakula kizuri na chakula kibaya na kwa hakika hicho kilikuwa chakula kibaya,negative
2453,nilikuwa nimetukanwa sana,negative
2454,mara tatu za mwisho za chakula cha mchana hapa zimekuwa mbaya,negative
2455,mabawa ya kuku yalikuwa na nyama ya kuku iliyokauka zaidi ambayo imewahi kuliwa,negative
2456,chakula kilikuwa kizuri sana na tulifurahia kila mahali penye kustarehesha kwa ajili ya vikundi vidogo vya familia n k,positive
2457,nargile nafikiri wewe ni mtu mzuri,positive
2458,tani zilizo bora zaidi upande wa kusini magharibi,positive
2459,tulipenda mahali pa kuishi,positive
2460,bila shaka si bei ghali kama ilipwavyo,negative
2461,krimu ya vanila ilikuwa laini na laini huku aiskrimu ya bichoux ikiwa laini na tamu kiasi cha kutosha,positive
2462,ondoka kila wakati na sasa uwe na doa langu jipya,positive
2463,meneja ndiye aliyekuwa mbaya zaidi,negative
2464,upande wa ndani ni mzuri sana na safi sana,positive
2465,chakula kilikuwa chenye kutokeza na bei zilikuwa zenye kufaa sana,positive
2466,sifikiri kwamba wagonjwa wanarudi kwenye magari wakati wowote ule kwa ajili ya chakula,negative
2467,hii ni kwa sababu ilichukua dakika ndipo dakika nyingine ili kupata chakula chetu na waliendelea kusahau mambo,negative
2468,thamini magarita pia,positive
2469,hii ilikuwa mara yangu ya kwanza na ya pekee kuwa na migoga na haikukatisha tamaa,positive
2470,hata hivyo ni vizuri sana,positive
2471,ki noti moja ya chini ni hewa ambayo ingeweza kutumia marekebisho fulani,negative
2472,viungo vikubwa vya nyama ya nguruwe,positive
2473,usipoteze wakati wako hapa,negative
2474,print operation status ingependelea kwenda kwenye duka la maua la ngamia na kahawa ya robela,negative
2475,thuluthi ya jibini iliyokuwa juu ya rafiki zangu ilikuwa baridi,negative
2476,tunafurahia piza yao na chakula cha jioni,positive
2477,nyama zote hukatwa vizuri na kupikwa vizuri,positive
2478,tulikuwa na kikundi cha watu tulipodai kwamba tungekuwa na tu na walitutunza vizuri,positive
2479,niliipenda sana,positive
2480,pia tuliomba mswada huo uondoke bila kula na pia hawakuleta pesa hizo,negative
2481,eneo hili ni kito katika las vesgas na kile hasa ambacho watu walikuwa wakitumaini kupata katika karibu miaka kumi ya kuishi hapa,positive
2482,viumbe wa baharini walichemshwa tu uduvi na kaa miguu lakini miguu ya kaa haikuwa na ladha nzuri,negative
2483,uteuzi wa chakula haukuwa bora zaidi,negative
2484,kinywaji cheupe kitamu kwa wanywao,positive
2485,hiki ndicho mkahawa mdogo wa familia hapa ni mahali pazuri pa kulia chakula,positive
2486,walikuwa na kifaa kidogo cha kuchezea chenye kifaa cha ajabu ambacho kilikatwa vipande vipande na kikiwa na trufle nyeupe,positive
