Unnamed: 0,text,labels,tokens,corrected_tokens
2579,"kwa habari ya utumishi huo, bumba kwa sababu unaandaliwa haraka na baadhi ya watu wazuri",positive,"['kwa', 'habari', 'ya', 'utumishi', 'huo', 'bumba', 'kwa', 'sababu', 'unaandaliwa', 'haraka', 'na', 'baadhi', 'ya', 'watu', 'wazuri']","['kwa', 'habari', 'ya', 'utumishi', 'huo', 'bumba', 'kwa', 'sababu', 'unaandaliwa', 'haraka', 'na', 'baadhi', 'ya', 'watu', 'wazuri']"
2580,Mvulana alikuwa yule mnyonyaji akiwa kavu,negative,"['mvulana', 'alikuwa', 'yule', 'mnyonyaji', 'akiwa', 'kavu']","['mvulana', 'alikuwa', 'yule', 'mnyonyaji', 'akiwa', 'kavu']"
2581,inakadiriwa kupita kiasi,negative,"['inakadiriwa', 'kupita', 'kiasi']","['inakadiriwa', 'kupita', 'kiasi']"
2582,ukitafuta chakula halisi cha thai nenda mahali pengine,negative,"['ukitafuta', 'chakula', 'halisi', 'cha', 'thai', 'nenda', 'mahali', 'pengine']","['ukitafuta', 'chakula', 'halisi', 'cha', 'thai', 'nenda', 'mahali', 'pengine']"
2583,Nyama zao hupendekezwa 100,positive,"['nyama', 'zao', 'hupendekezwa']","['nyama', 'kwa', 'hupendekezwa']"
2584,Baada ya kulivuta gari langu ingoje kwa dakika nyingine 15 kabla ya kukubaliwa,negative,"['baada', 'ya', 'kulivuta', 'gari', 'langu', 'ingoje', 'kwa', 'dakika', 'nyingine', 'kabla', 'ya', 'kukubaliwa']","['baada', 'ya', 'kulivuta', 'gari', 'langu', 'ingoje', 'kwa', 'dakika', 'nyingine', 'kabla', 'ya', 'kukubaliwa']"
2585,Chakula kikubwa na utumishi mkubwa katika mazingira safi na yenye urafiki,positive,"['chakula', 'kikubwa', 'na', 'utumishi', 'mkubwa', 'katika', 'mazingira', 'safi', 'na', 'yenye', 'urafiki']","['chakula', 'kikubwa', 'na', 'utumishi', 'mkubwa', 'katika', 'mazingira', 'safi', 'na', 'yenye', 'urafiki']"
2586,Zote ni pamoja na kukuhakikishia kwamba uko mgonjwa,positive,"['zote', 'ni', 'pamoja', 'na', 'kukuhakikishia', 'kwamba', 'uko', 'mgonjwa']","['zote', 'ni', 'pamoja', 'na', 'kukuhakikishia', 'kwamba', 'uko', 'mgonjwa']"
2587,Chukia vitu hivyo kwa bei ya chini kama vile zeituni nyeusi,negative,"['chukia', 'vitu', 'hivyo', 'kwa', 'bei', 'ya', 'chini', 'kama', 'vile', 'zeituni', 'nyeusi']","['chukia', 'vitu', 'hivyo', 'kwa', 'bei', 'ya', 'chini', 'kama', 'vile', 'zeituni', 'nyeusi']"
2588,Kiamsha - kinywa changu kilitenganishwa sana kwa wonyesho mzuri wa vipande vikubwa 3 vya mkate - unga uliopakwa sukari ya unga - unga,positive,"['kiamsha', 'kinywa', 'changu', 'kilitenganishwa', 'sana', 'kwa', 'wonyesho', 'mzuri', 'wa', 'vipande', 'vikubwa', 'vya', 'mkate', 'unga', 'uliopakwa', 'sukari', 'ya', 'unga', 'unga']","['kiamsha', 'kinywa', 'changu', 'kilitenganishwa', 'sana', 'kwa', 'wonyesho', 'mzuri', 'wa', 'vipande', 'vikubwa', 'vya', 'mkate', 'unga', 'uliopakwa', 'sukari', 'ya', 'unga', 'unga']"
2589,Watoto wakicheza ni wachafu,negative,"['watoto', 'wakicheza', 'ni', 'wachafu']","['watoto', 'wakicheza', 'ni', 'wachafu']"
2590,Mahali pakuu huondoa au kula ndani,positive,"['mahali', 'pakuu', 'huondoa', 'au', 'kula', 'ndani']","['mahali', 'pakuu', 'huondoa', 'au', 'kula', 'ndani']"
2591,mhudumu huyo wa hoteli alikuwa mwenye urafiki na alifurahi kwa ajili ya uchaguzi wa veganveggie,positive,"['mhudumu', 'huyo', 'wa', 'hoteli', 'alikuwa', 'mwenye', 'urafiki', 'na', 'alifurahi', 'kwa', 'ajili', 'ya', 'uchaguzi', 'wa', 'veganveggie']","['mhudumu', 'huyo', 'wa', 'hoteli', 'alikuwa', 'mwenye', 'urafiki', 'na', 'alifurahi', 'kwa', 'ajili', 'ya', 'uchaguzi', 'wa', 'veganveggie']"
2592,img i alihisi kama i haikuwa imewahi kula tuhai hadi mlo huu,positive,"['img', 'i', 'alihisi', 'kama', 'i', 'haikuwa', 'imewahi', 'kula', 'tuhai', 'hadi', 'mlo', 'huu']","['img', 'i', 'alihisi', 'kama', 'i', 'haikuwa', 'imewahi', 'kula', 'tuhai', 'hadi', 'mlo', 'huu']"
2593,Hakika huo Moto ni katika mambo yaliyo makubwa kabisa!,negative,"['hakika', 'huo', 'moto', 'ni', 'katika', 'mambo', 'yaliyo', 'makubwa', 'kabisa']","['hakika', 'huo', 'moto', 'ni', 'katika', 'mambo', 'yaliyo', 'makubwa', 'kabisa']"
2594,Lilikuwa rangi hafifu badala ya rangi nzuri na marari na halina ladha,negative,"['lilikuwa', 'rangi', 'hafifu', 'badala', 'ya', 'rangi', 'nzuri', 'na', 'marari', 'na', 'halina', 'ladha']","['lilikuwa', 'rangi', 'hafifu', 'badala', 'ya', 'rangi', 'nzuri', 'na', 'marari', 'na', 'halina', 'ladha']"
2595,Mafuvu hayo pia huonja kutengenezwa kwa nyumbani ambako kuna faida ya ziada,positive,"['mafuvu', 'hayo', 'pia', 'huonja', 'kutengenezwa', 'kwa', 'nyumbani', 'ambako', 'kuna', 'faida', 'ya', 'ziada']","['mafuvu', 'hayo', 'pia', 'huonja', 'kutengenezwa', 'kwa', 'nyumbani', 'ambako', 'kuna', 'faida', 'ya', 'ziada']"
2596,Nilirudi nyumbani ili kuona mabawa makavu zaidi kuwahi kuonekana,negative,"['nilirudi', 'nyumbani', 'ili', 'kuona', 'mabawa', 'makavu', 'zaidi', 'kuwahi', 'kuonekana']","['nilirudi', 'nyumbani', 'ili', 'kuona', 'mabawa', 'makavu', 'zaidi', 'kuwahi', 'kuonekana']"
2597,Nilikuwa nikitua kwa ukawaida katika safari zangu za kwenda phoenix,positive,"['nilikuwa', 'nikitua', 'kwa', 'ukawaida', 'katika', 'safari', 'zangu', 'za', 'kwenda', 'phoenix']","['nilikuwa', 'nikitua', 'kwa', 'ukawaida', 'katika', 'safari', 'zangu', 'za', 'kwenda', 'phoenix']"
2598,Nilifurahia sana marhamu kabla hawajapanuka i hata kuwaambia marafiki wao kwamba walikuwa na kiamsha - kinywa kizuri zaidi,positive,"['nilifurahia', 'sana', 'marhamu', 'kabla', 'hawajapanuka', 'i', 'hata', 'kuwaambia', 'marafiki', 'wao', 'kwamba', 'walikuwa', 'na', 'kiamsha', 'kinywa', 'kizuri', 'zaidi']","['nilifurahia', 'sana', 'marhamu', 'kabla', 'hawajapanuka', 'i', 'hata', 'kuwaambia', 'marafiki', 'wao', 'kwamba', 'walikuwa', 'na', 'kiamsha', 'kinywa', 'kizuri', 'zaidi']"
2599,Hawatafaidika kwa sababu ya pesa ulizo nazo,negative,"['hawatafaidika', 'kwa', 'sababu', 'ya', 'pesa', 'ulizo', 'nazo']","['hawatafaidika', 'kwa', 'sababu', 'ya', 'pesa', 'ulizo', 'nazo']"
2600,Ninaikosa na kutamani kwamba walikuwa na mmoja waphiladelphia,positive,"['ninaikosa', 'na', 'kutamani', 'kwamba', 'walikuwa', 'na', 'mmoja', 'waphiladelphia']","['ninaikosa', 'na', 'kutamani', 'kwamba', 'walikuwa', 'na', 'mmoja', 'waphiladelphia']"
2601,Tuliketi kwa haraka lakini tukafikia dakika 40 ili tutuamuru dakika 30 kabla ya chakula kufika,negative,"['tuliketi', 'kwa', 'haraka', 'lakini', 'tukafikia', 'dakika', 'ili', 'tutuamuru', 'dakika', 'kabla', 'ya', 'chakula', 'kufika']","['tuliketi', 'kwa', 'haraka', 'lakini', 'tukafikia', 'dakika', 'ili', 'tutuamuru', 'dakika', 'kabla', 'ya', 'chakula', 'kufika']"
2602,Pia wana jibini bora zaidi mjini,positive,"['pia', 'wana', 'jibini', 'bora', 'zaidi', 'mjini']","['pia', 'wana', 'jibini', 'bora', 'zaidi', 'mjini']"
2603,Thamini chakula kikubwa kwa utumishi mkubwa,positive,"['thamini', 'chakula', 'kikubwa', 'kwa', 'utumishi', 'mkubwa']","['thamini', 'chakula', 'kikubwa', 'kwa', 'utumishi', 'mkubwa']"
2604,Huyo anaweza kuomba chakula chenye kuridhisha zaidi,positive,"['huyo', 'anaweza', 'kuomba', 'chakula', 'chenye', 'kuridhisha', 'zaidi']","['huyo', 'anaweza', 'kuomba', 'chakula', 'chenye', 'kuridhisha', 'zaidi']"
2605,Chakula ni kizuri,positive,"['chakula', 'ni', 'kizuri']","['chakula', 'ni', 'kizuri']"
2606,Hakika huo Moto ni katika mambo yaliyo makubwa kabisa!,positive,"['hakika', 'huo', 'moto', 'ni', 'katika', 'mambo', 'yaliyo', 'makubwa', 'kabisa']","['hakika', 'huo', 'moto', 'ni', 'katika', 'mambo', 'yaliyo', 'makubwa', 'kabisa']"
2607,Nilitaka tu kuondoka,negative,"['nilitaka', 'tu', 'kuondoka']","['nilitaka', 'tu', 'kuondoka']"
2608,Tulisafiri mwendo mrefu kutoka kaskazini mwa scotsdandand kwa sababu hatukukatishwa tamaa hata kidogo,positive,"['tulisafiri', 'mwendo', 'mrefu', 'kutoka', 'kaskazini', 'mwa', 'scotsdandand', 'kwa', 'sababu', 'hatukukatishwa', 'tamaa', 'hata', 'kidogo']","['tulisafiri', 'mwendo', 'mrefu', 'kutoka', 'kaskazini', 'mwa', 'scotsdandand', 'kwa', 'sababu', 'hatukukatishwa', 'tamaa', 'hata', 'kidogo']"
2609,Hatauingia ila mwovu kabisa!,negative,"['hatauingia', 'ila', 'mwovu', 'kabisa']","['hatauingia', 'ila', 'mwovu', 'kabisa']"
2610,wamiliki wa duka hilo kwa kweli wanahitaji kuacha kuwa wanoooooboo kwa bei rahisi na wafungie kipande changu cha mbao katika karatasi mbili si kimoja,negative,"['wamiliki', 'wa', 'duka', 'hilo', 'kwa', 'kweli', 'wanahitaji', 'kuacha', 'kuwa', 'wanoooooboo', 'kwa', 'bei', 'rahisi', 'na', 'wafungie', 'kipande', 'changu', 'cha', 'mbao', 'katika', 'karatasi', 'mbili', 'si', 'kimoja']","['wamiliki', 'wa', 'duka', 'hilo', 'kwa', 'kweli', 'wanahitaji', 'kuacha', 'kuwa', 'wanoooooboo', 'kwa', 'bei', 'rahisi', 'na', 'wafungie', 'kipande', 'changu', 'cha', 'mbao', 'katika', 'karatasi', 'mbili', 'si', 'kimoja']"
2611,Nilichunguza mahali hapa miaka kadhaa iliyopita na sikuvutiwa,negative,"['nilichunguza', 'mahali', 'hapa', 'miaka', 'kadhaa', 'iliyopita', 'na', 'sikuvutiwa']","['nilichunguza', 'mahali', 'hapa', 'miaka', 'kadhaa', 'iliyopita', 'na', 'sikuvutiwa']"
2612,kuku alipashwa joto kwa hakika na alikuwa tu kabari hizo zilikuwa baridi na zenye povu,negative,"['kuku', 'alipashwa', 'joto', 'kwa', 'hakika', 'na', 'alikuwa', 'tu', 'kabari', 'hizo', 'zilikuwa', 'baridi', 'na', 'zenye', 'povu']","['kuku', 'alipashwa', 'joto', 'kwa', 'hakika', 'na', 'alikuwa', 'tu', 'kabari', 'hizo', 'zilikuwa', 'baridi', 'na', 'zenye', 'povu']"
2613,Pole kwa pole hatutapata chakula hapa hivi karibuni,negative,"['pole', 'kwa', 'pole', 'hatutapata', 'chakula', 'hapa', 'hivi', 'karibuni']","['pole', 'kwa', 'pole', 'hatutapata', 'chakula', 'hapa', 'hivi', 'karibuni']"
2614,lazima ziara kamili izuru,positive,"['lazima', 'ziara', 'kamili', 'izuru']","['lazima', 'ziara', 'kamili', 'izuru']"
2615,Ulimi wa ng'ombe na tacos ni wenye kustaajabisha,positive,"['ulimi', 'wa', 'ng', 'ombe', 'na', 'tacos', 'ni', 'wenye', 'kustaajabisha']","['ulimi', 'wa', 'ng', 'ombe', 'na', 'tacos', 'ni', 'wenye', 'kustaajabisha']"
2616,Rafiki yangu hakumpenda baba yake mwenye damu,negative,"['rafiki', 'yangu', 'hakumpenda', 'baba', 'yake', 'mwenye', 'damu']","['rafiki', 'yangu', 'hakumpenda', 'baba', 'yake', 'mwenye', 'damu']"
2617,Licha ya kiasi cha fedha ambacho kwa kweli si rahisi kwangu kutokeza nyota 1,negative,"['licha', 'ya', 'kiasi', 'cha', 'fedha', 'ambacho', 'kwa', 'kweli', 'si', 'rahisi', 'kwangu', 'kutokeza', 'nyota']","['licha', 'ya', 'kiasi', 'cha', 'fedha', 'ambacho', 'kwa', 'kweli', 'si', 'rahisi', 'kwangu', 'kutokeza', 'nyota']"
2618,kwa kweli wanataka kufanya uzoefu wako uwe mzuri,positive,"['kwa', 'kweli', 'wanataka', 'kufanya', 'uzoefu', 'wako', 'uwe', 'mzuri']","['kwa', 'kweli', 'wanataka', 'kufanya', 'uzoefu', 'wako', 'uwe', 'mzuri']"
2619,Wala hatarejea tena.,negative,"['wala', 'hatarejea', 'tena']","['wala', 'hatarejea', 'tena']"
2620,Nilikuwa na kuku wa pho na ladha ya bland,negative,"['nilikuwa', 'na', 'kuku', 'wa', 'pho', 'na', 'ladha', 'ya', 'bland']","['nilikuwa', 'na', 'kuku', 'wa', 'pho', 'na', 'ladha', 'ya', 'bland']"
2621,Kutamauka sana,negative,"['kutamauka', 'sana']","['kutamauka', 'sana']"
2622,kuku aliyechomwa alikuwa mwororo sana na mwenye rangi ya manjano kutokana na msimu wa waridi,positive,"['kuku', 'aliyechomwa', 'alikuwa', 'mwororo', 'sana', 'na', 'mwenye', 'rangi', 'ya', 'manjano', 'kutokana', 'na', 'msimu', 'wa', 'waridi']","['kuku', 'aliyechomwa', 'alikuwa', 'mwororo', 'sana', 'na', 'mwenye', 'rangi', 'ya', 'manjano', 'kutokana', 'na', 'msimu', 'wa', 'waridi']"
2623,thru amaanisha hutaki kungojea chakula chako kwa nusu saa lakini kwa njia fulani tunapokaribia kwenda hapa wanatungojea na kungoja,negative,"['thru', 'amaanisha', 'hutaki', 'kungojea', 'chakula', 'chako', 'kwa', 'nusu', 'saa', 'lakini', 'kwa', 'njia', 'fulani', 'tunapokaribia', 'kwenda', 'hapa', 'wanatungojea', 'na', 'kungoja']","['thru', 'amaanisha', 'hutaki', 'kungojea', 'chakula', 'chako', 'kwa', 'nusu', 'yangu', 'lakini', 'kwa', 'njia', 'fulani', 'tunapokaribia', 'kwenda', 'hapa', 'wanatungojea', 'na', 'kungoja']"
2624,Ni mahali pazuri ajabu,positive,"['ni', 'mahali', 'pazuri', 'ajabu']","['ni', 'mahali', 'pazuri', 'ajabu']"
2625,Ama hakika bila ya shaka hii ni kauli ya kupambanua.,positive,"['ama', 'hakika', 'bila', 'ya', 'shaka', 'hii', 'ni', 'kauli', 'ya', 'kupambanua']","['ama', 'hakika', 'bila', 'ya', 'shaka', 'hii', 'ni', 'kauli', 'ya', 'kupambanua']"
2626,Huduma ya kishenzi na isiyo ya ulaghai ilielekeza usimamizi mpya,negative,"['huduma', 'ya', 'kishenzi', 'na', 'isiyo', 'ya', 'ulaghai', 'ilielekeza', 'usimamizi', 'mpya']","['huduma', 'ya', 'kishenzi', 'na', 'isiyo', 'ya', 'ulaghai', 'ilielekeza', 'usimamizi', 'mpya']"
2627,nyanya yeyote aweza kufanya kuku aliyekaangwa awe bora kuliko huyu,negative,"['nyanya', 'yeyote', 'aweza', 'kufanya', 'kuku', 'aliyekaangwa', 'awe', 'bora', 'kuliko', 'huyu']","['nyanya', 'yeyote', 'aweza', 'kufanya', 'kuku', 'aliyekaangwa', 'awe', 'bora', 'kuliko', 'huyu']"
2628,Niliomba mara nyingi orodha ya divai na baada ya muda fulani wa kunipuuzwa nilimwendea mkaribishaji na kupata moja mimi mwenyewe,negative,"['niliomba', 'mara', 'nyingi', 'orodha', 'ya', 'divai', 'na', 'baada', 'ya', 'muda', 'fulani', 'wa', 'kunipuuzwa', 'nilimwendea', 'mkaribishaji', 'na', 'kupata', 'moja', 'mimi', 'mwenyewe']","['niliomba', 'mara', 'nyingi', 'orodha', 'ya', 'divai', 'na', 'baada', 'ya', 'muda', 'fulani', 'wa', 'kunipuuzwa', 'nilimwendea', 'mkaribishaji', 'na', 'kupata', 'moja', 'mimi', 'mwenyewe']"
2629,sikuzote wafanyakazi ni wenye urafiki na wenye kusaidia sana ambao hasa ni wenye ubaridi unapoleta wavulana wawili wadogo na mtoto mchanga,positive,"['sikuzote', 'wafanyakazi', 'ni', 'wenye', 'urafiki', 'na', 'wenye', 'kusaidia', 'sana', 'ambao', 'hasa', 'ni', 'wenye', 'ubaridi', 'unapoleta', 'wavulana', 'wawili', 'wadogo', 'na', 'mtoto', 'mchanga']","['sikuzote', 'wafanyakazi', 'ni', 'wenye', 'urafiki', 'na', 'wenye', 'kusaidia', 'sana', 'ambao', 'hasa', 'ni', 'wenye', 'ubaridi', 'unapoleta', 'wavulana', 'wawili', 'wadogo', 'na', 'mtoto', 'mchanga']"
2630,Nyota nne kwa ajili ya chakula yule jamaa katika shati la buluu kwa ajili ya kiti chake kikubwa bado akituruhusu tule,positive,"['nyota', 'nne', 'kwa', 'ajili', 'ya', 'chakula', 'yule', 'jamaa', 'katika', 'shati', 'la', 'buluu', 'kwa', 'ajili', 'ya', 'kiti', 'chake', 'kikubwa', 'bado', 'akituruhusu', 'tule']","['nyota', 'nne', 'kwa', 'ajili', 'ya', 'chakula', 'yule', 'jamaa', 'katika', 'shati', 'la', 'buluu', 'kwa', 'ajili', 'ya', 'kiti', 'chake', 'kikubwa', 'bado', 'akituruhusu', 'tule']"
2631,nyama ya ng'ombe iliyochomwa ilionja vizuri sana,positive,"['nyama', 'ya', 'ng', 'ombe', 'iliyochomwa', 'ilionja', 'vizuri', 'sana']","['nyama', 'ya', 'ng', 'ombe', 'iliyochomwa', 'ilionja', 'vizuri', 'sana']"
2632,Jioni hiyohiyo yeye na mimi wawili ni wagonjwa sana,negative,"['jioni', 'hiyohiyo', 'yeye', 'na', 'mimi', 'wawili', 'ni', 'wagonjwa', 'sana']","['jioni', 'hiyohiyo', 'yeye', 'na', 'mimi', 'wawili', 'ni', 'wagonjwa', 'sana']"
2633,kuku wa kawaida kwenye saladi ya kuku,positive,"['kuku', 'wa', 'kawaida', 'kwenye', 'saladi', 'ya', 'kuku']","['kuku', 'wa', 'kawaida', 'kwenye', 'saladi', 'ya', 'kuku']"
2634,Mchomaji aliyeviamuru asijulikane sana,negative,"['mchomaji', 'aliyeviamuru', 'asijulikane', 'sana']","['mchomaji', 'aliyeviamuru', 'asijulikane', 'sana']"
2635,Tulisalimiwa mara moja na kuketi,positive,"['tulisalimiwa', 'mara', 'moja', 'na', 'kuketi']","['tulisalimiwa', 'mara', 'moja', 'na', 'kuketi']"
2636,lilijaribu kwenda hapa kwa chakula cha mchana na lilikuwa nyumba ya kichaa,negative,"['lilijaribu', 'kwenda', 'hapa', 'kwa', 'chakula', 'cha', 'mchana', 'na', 'lilikuwa', 'nyumba', 'ya', 'kichaa']","['lilijaribu', 'kwenda', 'hapa', 'kwa', 'chakula', 'cha', 'mchana', 'na', 'lilikuwa', 'nyumba', 'ya', 'kichaa']"
2637,Nilikuwa nimethibitishwa kuwa mfu na shishi bar hii si kwa sababu tu ubora wake ni mkubwa bali pia huduma ni ya haraka na chakula kinaweza kuharibika,positive,"['nilikuwa', 'nimethibitishwa', 'kuwa', 'mfu', 'na', 'shishi', 'bar', 'hii', 'si', 'kwa', 'sababu', 'tu', 'ubora', 'wake', 'ni', 'mkubwa', 'bali', 'pia', 'huduma', 'ni', 'ya', 'haraka', 'na', 'chakula', 'kinaweza', 'kuharibika']","['nilikuwa', 'nimethibitishwa', 'kuwa', 'mfu', 'na', 'shishi', 'bar', 'hii', 'si', 'kwa', 'sababu', 'tu', 'ubora', 'wake', 'ni', 'mkubwa', 'bali', 'pia', 'huduma', 'ni', 'ya', 'haraka', 'na', 'chakula', 'kinaweza', 'kuharibika']"
2638,baada ya kungoja kwa muda wa saa moja na kuketi i haikuwa katika hali ya moyo iliyo kuu zaidi,negative,"['baada', 'ya', 'kungoja', 'kwa', 'muda', 'wa', 'saa', 'moja', 'na', 'kuketi', 'i', 'haikuwa', 'katika', 'hali', 'ya', 'moyo', 'iliyo', 'kuu', 'zaidi']","['baada', 'ya', 'kungoja', 'kwa', 'muda', 'wa', 'yangu', 'moja', 'na', 'kuketi', 'i', 'haikuwa', 'katika', 'hali', 'ya', 'moyo', 'iliyo', 'kuu', 'zaidi']"
2639,huu ni kiungo kizuri,positive,"['huu', 'ni', 'kiungo', 'kizuri']","['huu', 'ni', 'kiungo', 'kizuri']"
2640,Matundu hapa ni mazuri kwa sababu ya kichaa,positive,"['matundu', 'hapa', 'ni', 'mazuri', 'kwa', 'sababu', 'ya', 'kichaa']","['matundu', 'hapa', 'ni', 'mazuri', 'kwa', 'sababu', 'ya', 'kichaa']"
2641,Msile hapa!,negative,"['msile', 'hapa']","['msile', 'hapa']"
2642,Mhudumu wetu alikuwa makini sana na mwenye kuelimisha,positive,"['mhudumu', 'wetu', 'alikuwa', 'makini', 'sana', 'na', 'mwenye', 'kuelimisha']","['mhudumu', 'wetu', 'alikuwa', 'makini', 'sana', 'na', 'mwenye', 'kuelimisha']"
2643,Labda wangeliwa kwa sababu ya baridi kali,negative,"['labda', 'wangeliwa', 'kwa', 'sababu', 'ya', 'baridi', 'kali']","['labda', 'wangeliwa', 'kwa', 'sababu', 'ya', 'baridi', 'kali']"
2644,Eneo hili lina ahadi nyingi lakini linakosa kutoa,negative,"['eneo', 'hili', 'lina', 'ahadi', 'nyingi', 'lakini', 'linakosa', 'kutoa']","['eneo', 'hili', 'lina', 'ahadi', 'nyingi', 'lakini', 'linakosa', 'kutoa']"
2645,Maono mabaya sana,negative,"['maono', 'mabaya', 'sana']","['maono', 'mabaya', 'sana']"
2646,ni kosa gani hilo?,negative,"['ni', 'kosa', 'gani', 'hilo']","['ni', 'kosa', 'gani', 'hilo']"
2647,Chakula kilikuwa bora zaidi kwa wastani,negative,"['chakula', 'kilikuwa', 'bora', 'zaidi', 'kwa', 'wastani']","['chakula', 'kilikuwa', 'bora', 'zaidi', 'kwa', 'wastani']"
2648,Chakula kikubwa,positive,"['chakula', 'kikubwa']","['chakula', 'kikubwa']"
2649,Tulikuwa tukirudi wakati wowote karibuni,negative,"['tulikuwa', 'tukirudi', 'wakati', 'wowote', 'karibuni']","['tulikuwa', 'tukirudi', 'wakati', 'wowote', 'karibuni']"
2650,Akiwa ametamauka sana aliamuru sahani kubwa 35 za ghuba,negative,"['akiwa', 'ametamauka', 'sana', 'aliamuru', 'sahani', 'kubwa', 'za', 'ghuba']","['akiwa', 'ametamauka', 'sana', 'aliamuru', 'sahani', 'kubwa', 'za', 'ghuba']"
2651,Mahali pazuri pa kustarehe na kuwa na punda na bia yenye kutisha,positive,"['mahali', 'pazuri', 'pa', 'kustarehe', 'na', 'kuwa', 'na', 'punda', 'na', 'bia', 'yenye', 'kutisha']","['mahali', 'pazuri', 'pa', 'kustarehe', 'na', 'kuwa', 'na', 'punda', 'na', 'bia', 'yenye', 'kutisha']"
2652,Ni bora kwa ajili ya mlo wa familia au kukutana pamoja na marafiki wachache,positive,"['ni', 'bora', 'kwa', 'ajili', 'ya', 'mlo', 'wa', 'familia', 'au', 'kukutana', 'pamoja', 'na', 'marafiki', 'wachache']","['ni', 'bora', 'kwa', 'ajili', 'ya', 'mlo', 'wa', 'familia', 'au', 'kukutana', 'pamoja', 'na', 'marafiki', 'wachache']"
2653,Hayavutii sana na hayajajengwa vizuri,negative,"['hayavutii', 'sana', 'na', 'hayajajengwa', 'vizuri']","['hayavutii', 'sana', 'na', 'hayajajengwa', 'vizuri']"
2654,viti vya patio vilikuwa vyenye kustarehesha sana,positive,"['viti', 'vya', 'patio', 'vilikuwa', 'vyenye', 'kustarehesha', 'sana']","['viti', 'vya', 'patio', 'vilikuwa', 'vyenye', 'kustarehesha', 'sana']"
2655,Wali uliokaangwa ulikuwa mkavu pia,negative,"['wali', 'uliokaangwa', 'ulikuwa', 'mkavu', 'pia']","['wali', 'uliokaangwa', 'ulikuwa', 'mkavu', 'pia']"
2656,chini ya mkahawa nilioupenda sana wa kisiwa hicho,positive,"['chini', 'ya', 'mkahawa', 'nilioupenda', 'sana', 'wa', 'kisiwa', 'hicho']","['chini', 'ya', 'mkahawa', 'nilioupenda', 'sana', 'wa', 'kisiwa', 'hicho']"
2657,kwamba unapiga mayowe kwenye kitabu changu kwamba ni nadra sana hapa vegas,positive,"['kwamba', 'unapiga', 'mayowe', 'kwenye', 'kitabu', 'changu', 'kwamba', 'ni', 'nadra', 'sana', 'hapa', 'vegas']","['kwamba', 'unapiga', 'mayowe', 'kwenye', 'kitabu', 'changu', 'kwamba', 'ni', 'nadra', 'sana', 'hapa', 'vegas']"
2658,Lilikuwa jambo la kujifurahisha tu,positive,"['lilikuwa', 'jambo', 'la', 'kujifurahisha', 'tu']","['lilikuwa', 'jambo', 'la', 'kujifurahisha', 'tu']"
2659,mandhari ilikuwa nzuri sana kwa sauti nzuri ya wapiga fidla wakicheza nyimbo tulizoomba,positive,"['mandhari', 'ilikuwa', 'nzuri', 'sana', 'kwa', 'sauti', 'nzuri', 'ya', 'wapiga', 'fidla', 'wakicheza', 'nyimbo', 'tulizoomba']","['mandhari', 'ilikuwa', 'nzuri', 'sana', 'kwa', 'sauti', 'nzuri', 'ya', 'wapiga', 'fidla', 'wakicheza', 'nyimbo', 'tulizoomba']"
2660,Mimi binafsi nampenda hummus cakavana falafel na baba ganoush kile wanachokifanya kwa kupanda mayai,positive,"['mimi', 'binafsi', 'nampenda', 'hummus', 'cakavana', 'falafel', 'na', 'baba', 'ganoush', 'kile', 'wanachokifanya', 'kwa', 'kupanda', 'mayai']","['mimi', 'binafsi', 'nampenda', 'hummus', 'cakavana', 'falafel', 'na', 'baba', 'ganoush', 'kile', 'wanachokifanya', 'kwa', 'kupanda', 'mayai']"
2661,ilifaa sana kwa kuwa tulikuwa tukiishi kwenye mgm,positive,"['ilifaa', 'sana', 'kwa', 'kuwa', 'tulikuwa', 'tukiishi', 'kwenye', 'mgm']","['ilifaa', 'sana', 'kwa', 'kuwa', 'tulikuwa', 'tukiishi', 'kwenye', 'mgm']"
2662,wamiliki ni wenye urafiki sana na wafanyakazi ni wenye adabu,positive,"['wamiliki', 'ni', 'wenye', 'urafiki', 'sana', 'na', 'wafanyakazi', 'ni', 'wenye', 'adabu']","['wamiliki', 'ni', 'wenye', 'urafiki', 'sana', 'na', 'wafanyakazi', 'ni', 'wenye', 'adabu']"
2663,zote mbili ni kubwa,positive,"['zote', 'mbili', 'ni', 'kubwa']","['zote', 'mbili', 'ni', 'kubwa']"
2664,Uteuzi wa kipekee,positive,"['uteuzi', 'wa', 'kipekee']","['uteuzi', 'wa', 'kipekee']"
2665,Zile tani tamu za viazi zilikuwa nzuri lakini pete za kitunguu zilikuwa kamilifu au zilikuwa karibu kama zangu,positive,"['zile', 'tani', 'tamu', 'za', 'viazi', 'zilikuwa', 'nzuri', 'lakini', 'pete', 'za', 'kitunguu', 'zilikuwa', 'kamilifu', 'au', 'zilikuwa', 'karibu', 'kama', 'zangu']","['zile', 'tani', 'tamu', 'za', 'viazi', 'zilikuwa', 'nzuri', 'lakini', 'pete', 'za', 'kitunguu', 'zilikuwa', 'kamilifu', 'au', 'zilikuwa', 'karibu', 'kama', 'zangu']"
2666,Na kwa wenye kukataza mabaya.,positive,"['na', 'kwa', 'wenye', 'kukataza', 'mabaya']","['na', 'kwa', 'wenye', 'kukataza', 'mabaya']"
